workout_name,rating_number,rating_name,workout_type,workout_muscle,workout_equipment,workout_level,workout_img_1,workout_img_2,muscle_group_img,instructions
Standing Palms-In Dumbbell Press,9.3,Excellent,Strength,Shoulders,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/367/Male/m/367_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/367/Male/m/367_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Start by having a dumbbell in each hand with your arm fully extended to the side using a neutral grip. Your feet should be shoulder width apart from each other.  Now slowly lift the dumbbells up until you create a 90 degree angle with your arms. Note: Your forearms should be perpendicular to the floor. This the starting position.

2.)  Continue to maintain a neutral grip throughout the entire exercise.  Slowly lift the dumbbells up until your arms are fully extended.  

3.)  While inhaling lower the weights down until your arm is at a 90 degree angle again.

4.)  Repeat for the recommended amount of repetitions.

"
Standing Military Press,9.3,Excellent,Strength,Shoulders,Barbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/370/Male/m/370_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/370/Male/m/370_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Start by placing a barbell that is about chest high on a squat rack.  Once you have selected the weights, grab the barbell using a pronated (palms facing forward) grip.  Make sure to grip the bar wider than shoulder width apart from each other.

2.)  Slightly bend the knees and place the barbell on your collar bone.  Lift the barbell up keeping it lying on your chest.  Take a step back and position your feet shoulder width apart from each other.

3.)  Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms.  Hold at about shoulder level and slightly in front of your head.  This is your starting position.

4.)  Lower the bar down to the collarbone slowly as you inhale.

5.)  Lift the bar back up to the starting position as you exhale.

6.)  Repeat for the recommended amount of repetitions.

"
One-Arm Kettlebell Push Press,9.3,Excellent,Strength,Shoulders,Kettlebells,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/519/Male/m/519_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/519/Male/m/519_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.) Hold a kettlebell by the handle. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces forward. This will be your starting position. 

2.) Dip your body by bending the knees, keeping your torso upright.

3.)  Immediately reverse direction, driving through the heels, in essence jumping to create momentum. As you do so, press the kettlebell overhead to lockout by extending the arms, using your body's momentum to move the weight. Lower the weight to perform the next repetition.

"
Seated Barbell Military Press,9.2,Excellent,Strength,Shoulders,Barbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/382/Male/m/382_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/382/Male/m/382_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Sit on a Military Press Bench with a bar behind your head and either have a spotter give you the bar (better on the rotator cuff this way) or pick it up yourself carefully with a pronated grip (palms facing forward).  Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down.

2.)   Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms.  Hold at about shoulder level and slightly in front of your head.  This is your starting position.

3.)  Lower the bar down to the collarbone slowly as you inhale.

4.)  Lift the bar back up to the starting position as you exhale.

5.)  Repeat for the recommended amount of repetitions.

"
One-Arm Side Laterals,9.1,Excellent,Strength,Shoulders,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/173/Male/m/173_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/173/Male/m/173_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.) Pick a dumbbell and place it in one of your hands.  Your non lifting hand should be used to grab something steady such as an incline bench press.  Lean towards your lifting arm and away from the hand that is gripping the incline bench as this will allow you to keep your balance.

2.) Stand with a straight torso and have the dumbbell by your side at arm’s length with the palm of the hand facing you.  This will be your starting position.

3.) While maintaining the torso stationary (no swinging), lift the dumbbell to your side with a slight bend on the elbow and your hand slightly tilted forward as if pouring water in a glass.  Continue to go up until you arm is parallel to the floor.  Exhale as you execute this movement and pause for a second at the top.

4.) Lower the dumbbell back down slowly to the starting position as you inhale.

5.) Repeat for the recommended amount of repetitions.

6.) Switch arms and repeat the exercise.

"
Power Partials,9.1,Excellent,Strength,Shoulders,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/270/Male/m/270_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/270/Male/m/270_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Stand up with your torso upright and a dumbbell on each hand being held at arms length.  The elbows should be close to the torso.

2.)  The palms of the hands should be facing your torso.  Your feet should be about shoulder width apart. This will be your starting position.

3.)  Keeping your arms straight and the torso stationary, lift the weights out to your sides until they are about shoulder level height while exhaling.

4.)  Feel the contraction for a second and begin to lower the weights back down to the starting position while inhaling. Tip: Keep the palms facing down with the little finger slightly higher while lifting and lowering the weights as it will concentrate the stress on your shoulders mainly.

5.)  Repeat for the recommended amount of repetitions.

"
Seated Dumbbell Press,9.1,Excellent,Strength,Shoulders,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/364/Male/m/364_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/364/Male/m/364_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Grab a couple of dumbbells and sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs.

2.)  Clean the dumbbells up one at a time by using your thighs to bring the dumbbells up to shoulder height at each side.

3.)  Rotate the wrists so that the palms of your hands are facing forward.  This is your starting position.

4.)  As you exhale, push the dumbbells up until they touch at the top.

5.)  After a second pause, slowly come down back to the starting position as you inhale.

6.)  Repeat for the recommended amount of repetitions.

"
Standing Dumbbell Straight-Arm Front Delt Raise Above Head,9.1,Excellent,Strength,Shoulders,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/374/Male/m/374_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/374/Male/m/374_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  Hold the dumbbells in front of your thighs, palms facing your thighs.

2.)   Keep your arms straight with a slight bend at the elbows but keep them locked. This will be your starting position.

3.)   Raise the dumbbells in a semicircular motion to arm's length overhead as you exhale.

4.)   Slowly return to the starting position using the same path as you inhale.

5.)   Repeat for the recommended amount of repetitions.

"
Reverse Flyes,9.1,Excellent,Strength,Shoulders,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/375/Male/m/375_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/375/Male/m/375_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.)  To begin, lie down on an incline bench with the chest and stomach pressing against the incline.  Have the dumbbells in each hand with the palms facing each other (neutral grip).

2.)  Extend the arms in front of you so that they are perpendicular to the angle of the bench.  The legs should be stationary while applying pressure with the ball of your toes.  This is the starting position.

3.)  Maintaining the slight bend of the elbows, move the weights out and away from each other (to the side) in an arc motion while exhaling. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise.

4.)  The arms should be elevated until they are parallel to the floor.

5.)  Feel the contraction and slowly lower the weights back down to the starting position while inhaling.

6.)  Repeat for the recommended amount of repetitions.

"
Standing Dumbbell Press,9.1,Excellent,Strength,Shoulders,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/920/Male/m/920_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/920/Male/m/920_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.) Standing with your feet shoulder width apart, take a dumbbell in each hand. Raise the dumbbells to head height, the elbows out and about 90 degrees. This will be your starting position.

2.)  Maintaining strict technique with no leg drive or leaning back, extend through the elbow to raise the weights together directly above your head.

3.)  Pause, and slowly return the weight to the starting position.

"
Dumbbell Lying One-Arm Rear Lateral Raise,9,Excellent,Strength,Shoulders,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/319/Male/m/319_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/319/Male/m/319_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-12.gif,"1.) While holding a dumbbell in one hand, lay with your chest down on a slightly inclined (around 15 degrees when measured from the floor) adjustable bench.  The other hand can be used to hold to the leg of the bench for stability.

2.) Position the palm of the hand that is holding the dumbbell in a neutral manner (palms facing your torso) as you keep the arm extended with the elbow slightly bent.  This will be your starting position.

3.) Now raise the arm with the dumbbell to the side until your elbow is at shoulder height and your arm is roughly parallel to the floor as you exhale. Tip: Maintain your arm perpendicular to the torso while keeping your arm extended throughout the movement.  Also, keep the contraction at the top for a second.

4.) Slowly lower the dumbbell to the starting position as you inhale.

5.) Repeat for the recommended amount of repetitions.

"
One-Arm Medicine Ball Slam,9.5,Excellent,Strength,Abdominals,Medicine Ball,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2081/Male/m/2081_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2081/Male/m/2081_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Start in a standing position with a staggered, athletic stance. Hold a medicine ball in one hand, on the same side as your back leg. This will be your starting position. 

2.) Begin by winding the arm, raising the medicine ball above your head. As you do so, extend through the hips, knees, and ankles to load up for the slam.

3.) At peak extension, flex the shoulders, spine, and hips to throw the ball hard into the ground directly in front of you. 

4.) Catch the ball on the bounce and continue for the desired number of repetitions. 

"
Landmine 180's,9.5,Excellent,Strength,Abdominals,Barbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1751/Male/m/1751_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1751/Male/m/1751_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Position a bar into a landmine or securely anchor it in a corner. Load the bar to an appropriate weight.

2.) Raise the bar from the floor, taking it to shoulder height with both hands with your arms extended in front of you. Adopt a wide stance. This will be your starting position.

3.) Perform the movement by rotating the trunk and hips as you swing the weight all the way down to one side. Keep your arms extended throughout the exercise. 

4.) Reverse the motion to swing the weight all the way to the opposite side.

5.) Continue alternating the movement until the set is complete. 

"
Suspended Fallout,9.3,Excellent,Strength,Abdominals,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2723/Male/m/2723_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2723/Male/m/2723_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Adjust the straps so the handles are at an appropriate height, below waist level.

2.)  Begin standing and grasping the handles. Lean into the straps, moving to an incline push-up position. This will be your starting position.

3.)  Keeping your arms straight, lean further into the suspension straps, bringing your body closer to the ground, allowing your shoulders to extend, raising your arms up and over your head. 

4.) Maintain a neutral spine and keep the rest of your body straight, your shoulders being the only joints allowed to move.

5.)  Pause during the peak contraction, and then return to the starting position.

"
Plank,9.3,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/908/Male/m/908_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/908/Male/m/908_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.)  Get into a prone position on the floor, supporting your weight on your toes and your forearms. Your arms are bent and directly below the shoulder.

2.)  Keep  your body straight at all times, and hold this position as long as possible. To increase difficulty, an arm or leg can be raised.

"
Standing Cable Lift,9.3,Excellent,Strength,Abdominals,Cable,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/936/Male/m/936_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/936/Male/m/936_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Connect a standard handle on a tower, and move the cable to the lowest pulley position.

2.) With your side to the cable, grab the handle with one hand and step away from the tower. You should be approximately arm’s length away from the pulley, with the tension of the weight on the cable. Your outstretched arm should be aligned with the cable.

3.) With your feet positioned shoulder width apart, squat down and grab the handle with both hands. Your arms should still be fully extended.

4.) In one motion, pull the handle up and across your body until your arms are in a fully-extended position above your head.

5.) Keep your back straight and your arms close to your body as you pivot your back foot and straighten your legs to get a full range of motion.

6.) Retract your arms and then your body. Return to the neutral position in a slow and controlled manner.

7.) Repeat to failure.

8.) Then, reposition and repeat the same series of movements on the opposite side.

"
Bottoms Up,9.3,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2021/Male/m/2021_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2021/Male/m/2021_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Begin by lying on your back on the ground. Your legs should be straight and your arms at your side. This will be your starting position.

2.) To perform the movement, tuck the knees toward your chest by flexing the hips and knees. Following this, extend your legs directly above you so that they are perpendicular to the ground. Rotate and elevate your pelvis to raise your glutes from the floor. 

3.) After a brief pause, return to the starting position. 

"
Spell Caster,9.3,Excellent,Strength,Abdominals,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2041/Male/m/2041_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2041/Male/m/2041_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Hold a dumbbell in each hand with a pronated grip. Your feet should be wide with your hips and knees extended. This will be your starting position.

2.) Begin the movement by pulling both of the dumbbells to one side next to your hip, rotating your torso. 

3.) Keeping your arms straight and the dumbbells parallel to the ground, rotate your torso to swing the weights to your opposite side. 

4.) Continue alternating, rotating from one side to the other until the set is complete.

"
Dumbbell V-Sit Cross Jab,9.3,Excellent,Strength,Abdominals,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4751/Male/m/4751_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4751/Male/m/4751_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.)  Begin seated on your butt with your knees bent and feet on the ground. Lean your upper body back to form a 45-degree angle with the floor. Bring your feet off the ground so that your body resembles a V shape. 

2.)  Grasp a dumbbell in each hand and hold tight to your chest with palms facing each other. This will be your starting position. 

3.)  While keeping your core tight and maintaining your body's V position, quickly extend your left arm straight out (similar to a jab) and then bring it back to the starting position while simultaneously punching out with the right arm. 

4.)  Your torso and legs may slightly rotate side to side opposite of your hands throughout the movement—this is okay.

5.)  A punch with each hand counts as one total repetition. Repeat for recommended number of repetitions.  

"
Decline Reverse Crunch,9.2,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/194/Male/m/194_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/194/Male/m/194_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Lie on your back on a decline bench and hold on to the top of the bench with both hands. Don't let your body slip down from this position.

2.) Hold your legs parallel to the floor using your abs to hold them there while keeping your knees and feet together. Tip: Your legs should be fully extended with a slight bend on the knee.  This will be your starting position.

3.) While exhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the bench.  At the end of this movement your knees will be touching your chest.

4.) Hold the contraction for a second and move your legs back to the starting position while inhaling.

5.) Repeat for the recommended amount of repetitions.

"
Spider Crawl,9.2,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2061/Male/m/2061_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2061/Male/m/2061_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Begin in a prone position on the floor. Support your weight on your hands and toes, with your feet together and your body straight. Your arms should be bent to 90 degrees. This will be your starting position.

2.) Initiate the movement by raising one foot off of the ground. Externally rotate the leg and bring the knee toward your elbow, as far forward as possible. 

3.) Return this leg to the starting position and repeat on the opposite side. 

"
Cross-Body Crunch,9.1,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/124/Male/m/124_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/124/Male/m/124_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.)  Lie flat on your back and bend your knees about 60 degrees.

2.)  Keep your feet flat on the floor and place your hands loosely behind your head. This will be your starting position.

3.)  Now curl up and bring your right elbow and shoulder across your body while bring your left knee in toward your left shoulder at the same time. Reach with your elbow and try to touch your knee. Exhale as you perform this movement. Tip: Try to bring your shoulder up towards your knee rather than just your elbow and remember that the key is to contract the abs as you perform the movement; not just to move the elbow.

4.)  Now go back down to the starting position as you inhale and repeat with the left elbow and the right knee.

5.)  Continue alternating in this manner until all prescribed repetitions are done.

"
One-Arm High-Pulley Cable Side Bends,9.1,Excellent,Strength,Abdominals,Cable,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/933/Male/m/933_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/933/Male/m/933_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Connect a standard handle to a tower. Move cable to highest pulley position.

2.) Stand with side to cable. With one hand, reach up and grab handle with underhand grip.

3.) Pull down cable until elbow touches your side and the handle is by your shoulder.

4.) Position feet hip-width apart. Place free hand on hip to help gauge pivot point.

5.) Keep arm in static position. Contract oblique to bring the weight down in a side crunch.

6.) Once you reach maximum contraction, slowly release the weight to the starting position. The weight stack should never be unloaded in a resting position. The aim is constant tension during the set.

7.) Repeat to failure.

8.) Then, reposition and repeat the same series of movements on the opposite side.

"
Elbow to Knee,9.1,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2031/Male/m/2031_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2031/Male/m/2031_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Lie on the floor, crossing your right leg across your bent left knee. Clasp your hands behind your head, beginning with your shoulder blades on the ground. This will be your starting position.

2.) Perform the motion by flexing the spine and rotating your torso to bring the left elbow to the right knee. 

3.) Return to the starting position and repeat the movement for the desired number of repetitions before switching sides. 

"
Cocoons,9.1,Excellent,Strength,Abdominals,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2011/Male/m/2011_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2011/Male/m/2011_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.) Begin by lying on your back on the ground. Your legs should be straight and your arms extended behind your head. This will be your starting position.

2.) To perform the movement, tuck the knees toward your chest, rotating your pelvis to lift your glutes from the floor. As you do so, flex the spine, bringing your arms back over your head to perform a simultaneous crunch motion.

3.) After a brief pause, return to the starting position. 

"
Plate Twist,9,Excellent,Strength,Abdominals,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-13.gif,"1.)  Lie down on the floor or an exercise mat with your legs fully extended and your upper body upright.  Grab the plate by its sides with both hands out in front of your abdominals with your arms slightly bent.

2.)  Slowly cross your legs near your ankles and lift them up off the ground.  Your knees should also be bent slightly.  Note: Move your upper body back slightly to help keep you balanced turning this exercise.  This is the starting position.

3.)  Move the plate to the left side and touch the floor with it.  Breathe out as you perform that movement.

4.)  Come back to the starting position as you breathe in and then repeat the movement but this time to the right side of the body. Tip: Use a slow controlled movement at all times.  Jerking motions can injure the back.

5.)  Repeat for the recommended amount of repetitions.

"
One-Legged Cable Kickback,9,Excellent,Strength,Glutes,Cable,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/101/Male/m/101_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/101/Male/m/101_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Hook a leather ankle cuff to a low cable pulley and then attach the cuff to your ankle.

2.) Face the weight stack from a distance of about two feet, grasping the steel frame for support.

3.) While keeping your knees and hips bent slightly and your abs tight, contract your glutes to slowly kick the working leg back in a semicircular arc as high as it will comfortably go as you breathe out. Tip: At full extension, squeeze your glutes for a second in order to achieve a peak contraction.

4.) Now slowly bring your working leg forward, resisting the pull of the cable until you reach the starting position.

5.) Repeat for the recommended amount of repetitions.

6.) Switch legs and repeat the movement for the other side.

"
Butt Lift (Bridge),8.8,Excellent,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/99/Male/m/99_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/99/Male/m/99_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Lie flat on the floor on your back with the hands by your side and your knees bent.   Your feet should be placed around shoulder width.  This will be your starting position.

2.) Pushing mainly with your heels, lift your hips off the floor while keeping your back straight.  Breathe out as you perform this part of the motion and hold at the top for a second.

3.) Slowly go back to the starting position as you breathe in.

"
Single Leg Glute Bridge,8.8,Excellent,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/915/Male/m/915_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/915/Male/m/915_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)  Lay on the floor with your feet flat and knees bent.

2.)  Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position.

3.)  Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground.

4.)  Extend as far as possible, pause and then return to the starting position.

"
Step-up with Knee Raise,8.7,Excellent,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2251/Male/m/2251_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2251/Male/m/2251_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position. 

2.)  Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can.

3.)  Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg.

"
Glute Kickback,8.3,Excellent,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/98/Male/m/98_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/98/Male/m/98_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)  Kneel on the floor or an exercise mat and bend at the waist with your arms extended in front of you (perpendicular to the torso) in order to get into a kneeling push-up position but with the arms spaced at shoulder width. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position.

2.)  As you exhale, lift up your right leg until the hamstrings are in line with the back while maintaining the 90-degree angle bend. Contract the glutes throughout this movement and hold the contraction at the top for a second.  Tip: At the end of the movement the upper leg should be parallel to the floor while the calf should be perpendicular to it.

3.)  Go back to the initial position as you inhale and now repeat with the left leg.

4.)  Continue to alternate legs until all of the recommended repetitions have been performed.

"
Flutter Kicks,8.3,Excellent,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/267/Male/m/267_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/267/Male/m/267_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge.

2.) Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position.

3.) Start the movement by lifting the left leg higher than the right leg.

4.) Then lower the left leg as you lift the right leg.

5.) Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement.

"
Physioball Hip Bridge,7.8,Good,Strength,Glutes,Exercise Ball,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1111/Male/m/1111_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1111/Male/m/1111_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Lay on a ball so that your upper back is on the ball with your hips unsupported. Both feet should be flat on the floor, hip width apart or wider. This will be your starting position.

2.)  Begin by extending the hips using your glutes and hamstrings, raising your hips upward as you bridge.

3.)  Pause at the top of the motion and return to the starting position.

"
Pull Through,7.4,Good,Strength,Glutes,Cable,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/707/Male/m/707_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/707/Male/m/707_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Begin standing a few feet in front of a low pulley with a rope or handle attached. Face away from the machine, straddling the cable, with your feet set wide apart.

2.)  Begin the movement by reaching through your legs as far as possible, bending at the hips. Keep your knees slightly bent. Keeping your arms straight, extend through the hip to stand straight up. Avoid pulling upward through the shoulders; all of the motion should originate through the hips. 

"
Hip Extension with Bands,7.2,Good,Strength,Glutes,Bands,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/877/Male/m/877_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/877/Male/m/877_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Secure one end of the band to the lower portion of a post and attach the other to one ankle.

2.)  Facing the attachment point of the band, hold on to the column to stabilize yourself. 

3.) Keeping your head and your chest up, move the resisted leg back as far as you can while keeping the knee straight.

4.)  Return the leg to the starting position.

"
Leg Lift,6.5,Good,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/100/Male/m/100_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/100/Male/m/100_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)  While standing up straight with both feet next to each other at around shoulder width, grab a sturdy surface such as the sides of a squat rack or the top of a chair to brace yourself and keep balance.

2.)  With or without an ankle weight, lift one leg behind you as if performing a leg curl but standing up while keeping the other leg straight. Breathe out as you perform this movement.

3.)  Slowly bring the raised leg back to the floor as you breathe in.

4.)  Repeat for the recommended amount of repetitions.

5.)  Repeat the movement with the opposite leg.

"
Downward Facing Balance,4,Average,Strength,Glutes,Exercise Ball,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/422/Male/m/422_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/422/Male/m/422_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.) Lie facedown on top of an exercise ball. 

2.) While resting on your stomach on the ball, walk your hands forward along the floor and lift your legs, extending your elbows and knees.

"
